num	glyph	G0-source	description
3692	缀	G0-573A	GB/T 2312—1980，55—26
3693	谆	G0-573B	GB/T 2312—1980，55—27
3694	准	G0-573C	GB/T 2312—1980，55—28
3695	捉	G0-573D	GB/T 2312—1980，55—29
3696	拙	G0-573E	GB/T 2312—1980，55—30
3697	卓	G0-573F	GB/T 2312—1980，55—31
3698	桌	G0-5740	GB/T 2312—1980，55—32
3699	琢	G0-5741	GB/T 2312—1980，55—33
3700	茁	G0-5742	GB/T 2312—1980，55—34
3701	酌	G0-5743	GB/T 2312—1980，55—35
3702	啄	G0-5744	GB/T 2312—1980，55—36
3703	着	G0-5745	GB/T 2312—1980，55—37
3704	灼	G0-5746	GB/T 2312—1980，55—38
3705	浊	G0-5747	GB/T 2312—1980，55—39
3706	兹	G0-5748	GB/T 2312—1980，55—40
3707	咨	G0-5749	GB/T 2312—1980，55—41
3708	资	G0-574A	GB/T 2312—1980，55—42
3709	姿	G0-574B	GB/T 2312—1980，55—43
3710	滋	G0-574C	GB/T 2312—1980，55—44
3711	淄	G0-574D	GB/T 2312—1980，55—45
3712	孜	G0-574E	GB/T 2312—1980，55—46
3713	紫	G0-574F	GB/T 2312—1980，55—47
3714	仔	G0-5750	GB/T 2312—1980，55—48
3715	籽	G0-5751	GB/T 2312—1980，55—49
3716	滓	G0-5752	GB/T 2312—1980，55—50
3717	子	G0-5753	GB/T 2312—1980，55—51
3718	自	G0-5754	GB/T 2312—1980，55—52
3719	渍	G0-5755	GB/T 2312—1980，55—53
3720	字	G0-5756	GB/T 2312—1980，55—54
3721	鬃	G0-5757	GB/T 2312—1980，55—55
3722	棕	G0-5758	GB/T 2312—1980，55—56
3723	踪	G0-5759	GB/T 2312—1980，55—57
3724	宗	G0-575A	GB/T 2312—1980，55—58
3725	综	G0-575B	GB/T 2312—1980，55—59
3726	总	G0-575C	GB/T 2312—1980，55—60
3727	纵	G0-575D	GB/T 2312—1980，55—61
3728	邹	G0-575E	GB/T 2312—1980，55—62
3729	走	G0-575F	GB/T 2312—1980，55—63
3730	奏	G0-5760	GB/T 2312—1980，55—64
3731	揍	G0-5761	GB/T 2312—1980，55—65
3732	租	G0-5762	GB/T 2312—1980，55—66
3733	足	G0-5763	GB/T 2312—1980，55—67
3734	卒	G0-5764	GB/T 2312—1980，55—68
3735	族	G0-5765	GB/T 2312—1980，55—69
3736	祖	G0-5766	GB/T 2312—1980，55—70
3737	诅	G0-5767	GB/T 2312—1980，55—71
3738	阻	G0-5768	GB/T 2312—1980，55—72
3739	组	G0-5769	GB/T 2312—1980，55—73
3740	钻	G0-576A	GB/T 2312—1980，55—74
3741	纂	G0-576B	GB/T 2312—1980，55—75
3742	嘴	G0-576C	GB/T 2312—1980，55—76
3743	醉	G0-576D	GB/T 2312—1980，55—77
3744	最	G0-576E	GB/T 2312—1980，55—78
3745	罪	G0-576F	GB/T 2312—1980，55—79
3746	尊	G0-5770	GB/T 2312—1980，55—80
3747	遵	G0-5771	GB/T 2312—1980，55—81
3748	昨	G0-5772	GB/T 2312—1980，55—82
3749	左	G0-5773	GB/T 2312—1980，55—83
3750	佐	G0-5774	GB/T 2312—1980，55—84
3751	柞	G0-5775	GB/T 2312—1980，55—85
3752	做	G0-5776	GB/T 2312—1980，55—86
3753	作	G0-5777	GB/T 2312—1980，55—87
3754	坐	G0-5778	GB/T 2312—1980，55—88
3755	座	G0-5779	GB/T 2312—1980，55—89
3756	亍	G0-5821	GB/T 2312—1980，56—01
3757	丌	G0-5822	GB/T 2312—1980，56—02
3758	兀	G0-5823	GB/T 2312—1980，56—03
3759	丐	G0-5824	GB/T 2312—1980，56—04
3760	廿	G0-5825	GB/T 2312—1980，56—05
3761	卅	G0-5826	GB/T 2312—1980，56—06
3762	丕	G0-5827	GB/T 2312—1980，56—07
3763	亘	G0-5828	GB/T 2312—1980，56—08
3764	丞	G0-5829	GB/T 2312—1980，56—09
3765	鬲	G0-582A	GB/T 2312—1980，56—10
3766	孬	G0-582B	GB/T 2312—1980，56—11
3767	噩	G0-582C	GB/T 2312—1980，56—12
3768	丨	G0-582D	GB/T 2312—1980，56—13
3769	禺	G0-582E	GB/T 2312—1980，56—14
3770	丿	G0-582F	GB/T 2312—1980，56—15
3771	匕	G0-5830	GB/T 2312—1980，56—16
3772	乇	G0-5831	GB/T 2312—1980，56—17
3773	夭	G0-5832	GB/T 2312—1980，56—18
3774	爻	G0-5833	GB/T 2312—1980，56—19
3775	卮	G0-5834	GB/T 2312—1980，56—20
3776	氐	G0-5835	GB/T 2312—1980，56—21
3777	囟	G0-5836	GB/T 2312—1980，56—22
3778	胤	G0-5837	GB/T 2312—1980，56—23
3779	馗	G0-5838	GB/T 2312—1980，56—24
3780	毓	G0-5839	GB/T 2312—1980，56—25
3781	睾	G0-583A	GB/T 2312—1980，56—26
3782	鼗	G0-583B	GB/T 2312—1980，56—27
3783	丶	G0-583C	GB/T 2312—1980，56—28
3784	亟	G0-583D	GB/T 2312—1980，56—29
3785	鼐	G0-583E	GB/T 2312—1980，56—30
3786	乜	G0-583F	GB/T 2312—1980，56—31
3787	乩	G0-5840	GB/T 2312—1980，56—32
3788	亓	G0-5841	GB/T 2312—1980，56—33
3789	芈	G0-5842	GB/T 2312—1980，56—34
3790	孛	G0-5843	GB/T 2312—1980，56—35
3791	啬	G0-5844	GB/T 2312—1980，56—36
3792	嘏	G0-5845	GB/T 2312—1980，56—37
3793	仄	G0-5846	GB/T 2312—1980，56—38
3794	厍	G0-5847	GB/T 2312—1980，56—39
3795	厝	G0-5848	GB/T 2312—1980，56—40
3796	厣	G0-5849	GB/T 2312—1980，56—41
3797	厥	G0-584A	GB/T 2312—1980，56—42
3798	厮	G0-584B	GB/T 2312—1980，56—43
3799	靥	G0-584C	GB/T 2312—1980，56—44
3800	赝	G0-584D	GB/T 2312—1980，56—45
3801	匚	G0-584E	GB/T 2312—1980，56—46
3802	叵	G0-584F	GB/T 2312—1980，56—47
3803	匦	G0-5850	GB/T 2312—1980，56—48
3804	匮	G0-5851	GB/T 2312—1980，56—49
3805	匾	G0-5852	GB/T 2312—1980，56—50
3806	赜	G0-5853	GB/T 2312—1980，56—51
3807	卦	G0-5854	GB/T 2312—1980，56—52
3808	卣	G0-5855	GB/T 2312—1980，56—53
3809	刂	G0-5856	GB/T 2312—1980，56—54
3810	刈	G0-5857	GB/T 2312—1980，56—55
3811	刎	G0-5858	GB/T 2312—1980，56—56
3812	刭	G0-5859	GB/T 2312—1980，56—57
3813	刳	G0-585A	GB/T 2312—1980，56—58
3814	刿	G0-585B	GB/T 2312—1980，56—59
3815	剀	G0-585C	GB/T 2312—1980，56—60
3816	剌	G0-585D	GB/T 2312—1980，56—61
3817	剞	G0-585E	GB/T 2312—1980，56—62
3818	剡	G0-585F	GB/T 2312—1980，56—63
3819	剜	G0-5860	GB/T 2312—1980，56—64
3820	蒯	G0-5861	GB/T 2312—1980，56—65
3821	剽	G0-5862	GB/T 2312—1980，56—66
3822	劂	G0-5863	GB/T 2312—1980，56—67
3823	劁	G0-5864	GB/T 2312—1980，56—68
3824	劐	G0-5865	GB/T 2312—1980，56—69
3825	劓	G0-5866	GB/T 2312—1980，56—70
3826	冂	G0-5867	GB/T 2312—1980，56—71
3827	罔	G0-5868	GB/T 2312—1980，56—72
3828	亻	G0-5869	GB/T 2312—1980，56—73
3829	仃	G0-586A	GB/T 2312—1980，56—74
3830	仉	G0-586B	GB/T 2312—1980，56—75
3831	仂	G0-586C	GB/T 2312—1980，56—76
3832	仨	G0-586D	GB/T 2312—1980，56—77
3833	仡	G0-586E	GB/T 2312—1980，56—78
3834	仫	G0-586F	GB/T 2312—1980，56—79
3835	仞	G0-5870	GB/T 2312—1980，56—80
3836	伛	G0-5871	GB/T 2312—1980，56—81
3837	仳	G0-5872	GB/T 2312—1980，56—82
3838	伢	G0-5873	GB/T 2312—1980，56—83
3839	佤	G0-5874	GB/T 2312—1980，56—84
3840	仵	G0-5875	GB/T 2312—1980，56—85
3841	伥	G0-5876	GB/T 2312—1980，56—86
3842	伧	G0-5877	GB/T 2312—1980，56—87
3843	伉	G0-5878	GB/T 2312—1980，56—88
3844	伫	G0-5879	GB/T 2312—1980，56—89
3845	佞	G0-587A	GB/T 2312—1980，56—90
3846	佧	G0-587B	GB/T 2312—1980，56—91
3847	攸	G0-587C	GB/T 2312—1980，56—92
3848	佚	G0-587D	GB/T 2312—1980，56—93
3849	佝	G0-587E	GB/T 2312—1980，56—94
3850	佟	G0-5921	GB/T 2312—1980，57—01
3851	佗	G0-5922	GB/T 2312—1980，57—02
3852	伲	G0-5923	GB/T 2312—1980，57—03
3853	伽	G0-5924	GB/T 2312—1980，57—04
3854	佶	G0-5925	GB/T 2312—1980，57—05
3855	佴	G0-5926	GB/T 2312—1980，57—06
3856	侑	G0-5927	GB/T 2312—1980，57—07
3857	侉	G0-5928	GB/T 2312—1980，57—08
3858	侃	G0-5929	GB/T 2312—1980，57—09
3859	侏	G0-592A	GB/T 2312—1980，57—10
3860	佾	G0-592B	GB/T 2312—1980，57—11
3861	佻	G0-592C	GB/T 2312—1980，57—12
3862	侪	G0-592D	GB/T 2312—1980，57—13
3863	佼	G0-592E	GB/T 2312—1980，57—14
3864	侬	G0-592F	GB/T 2312—1980，57—15
3865	侔	G0-5930	GB/T 2312—1980，57—16
3866	俦	G0-5931	GB/T 2312—1980，57—17
3867	俨	G0-5932	GB/T 2312—1980，57—18
3868	俪	G0-5933	GB/T 2312—1980，57—19
3869	俅	G0-5934	GB/T 2312—1980，57—20
3870	俚	G0-5935	GB/T 2312—1980，57—21
3871	俣	G0-5936	GB/T 2312—1980，57—22
3872	俜	G0-5937	GB/T 2312—1980，57—23
3873	俑	G0-5938	GB/T 2312—1980，57—24
3874	俟	G0-5939	GB/T 2312—1980，57—25
3875	俸	G0-593A	GB/T 2312—1980，57—26
3876	倩	G0-593B	GB/T 2312—1980，57—27
3877	偌	G0-593C	GB/T 2312—1980，57—28
3878	俳	G0-593D	GB/T 2312—1980，57—29
3879	倬	G0-593E	GB/T 2312—1980，57—30
3880	倏	G0-593F	GB/T 2312—1980，57—31
3881	倮	G0-5940	GB/T 2312—1980，57—32
3882	倭	G0-5941	GB/T 2312—1980，57—33
3883	俾	G0-5942	GB/T 2312—1980，57—34
3884	倜	G0-5943	GB/T 2312—1980，57—35
3885	倌	G0-5944	GB/T 2312—1980，57—36
3886	倥	G0-5945	GB/T 2312—1980，57—37
3887	倨	G0-5946	GB/T 2312—1980，57—38
3888	偾	G0-5947	GB/T 2312—1980，57—39
3889	偃	G0-5948	GB/T 2312—1980，57—40
3890	偕	G0-5949	GB/T 2312—1980，57—41
3891	偈	G0-594A	GB/T 2312—1980，57—42
3892	偎	G0-594B	GB/T 2312—1980，57—43
3893	偬	G0-594C	GB/T 2312—1980，57—44
3894	偻	G0-594D	GB/T 2312—1980，57—45
3895	傥	G0-594E	GB/T 2312—1980，57—46
3896	傧	G0-594F	GB/T 2312—1980，57—47
3897	傩	G0-5950	GB/T 2312—1980，57—48
3898	傺	G0-5951	GB/T 2312—1980，57—49
3899	僖	G0-5952	GB/T 2312—1980，57—50
3900	儆	G0-5953	GB/T 2312—1980，57—51
3901	僭	G0-5954	GB/T 2312—1980，57—52
3902	僬	G0-5955	GB/T 2312—1980，57—53
3903	僦	G0-5956	GB/T 2312—1980，57—54
3904	僮	G0-5957	GB/T 2312—1980，57—55
3905	儇	G0-5958	GB/T 2312—1980，57—56
3906	儋	G0-5959	GB/T 2312—1980，57—57
3907	仝	G0-595A	GB/T 2312—1980，57—58
3908	氽	G0-595B	GB/T 2312—1980，57—59
3909	佘	G0-595C	GB/T 2312—1980，57—60
3910	佥	G0-595D	GB/T 2312—1980，57—61
3911	俎	G0-595E	GB/T 2312—1980，57—62
3912	龠	G0-595F	GB/T 2312—1980，57—63
3913	汆	G0-5960	GB/T 2312—1980，57—64
3914	籴	G0-5961	GB/T 2312—1980，57—65
3915	兮	G0-5962	GB/T 2312—1980，57—66
3916	巽	G0-5963	GB/T 2312—1980，57—67
3917	黉	G0-5964	GB/T 2312—1980，57—68
3918	馘	G0-5965	GB/T 2312—1980，57—69
3919	冁	G0-5966	GB/T 2312—1980，57—70
3920	夔	G0-5967	GB/T 2312—1980，57—71
3921	勹	G0-5968	GB/T 2312—1980，57—72
3922	匍	G0-5969	GB/T 2312—1980，57—73
3923	訇	G0-596A	GB/T 2312—1980，57—74
3924	匐	G0-596B	GB/T 2312—1980，57—75
3925	凫	G0-596C	GB/T 2312—1980，57—76
3926	夙	G0-596D	GB/T 2312—1980，57—77
3927	兕	G0-596E	GB/T 2312—1980，57—78
3928	亠	G0-596F	GB/T 2312—1980，57—79
3929	兖	G0-5970	GB/T 2312—1980，57—80
3930	亳	G0-5971	GB/T 2312—1980，57—81
3931	衮	G0-5972	GB/T 2312—1980，57—82
3932	袤	G0-5973	GB/T 2312—1980，57—83
3933	亵	G0-5974	GB/T 2312—1980，57—84
3934	脔	G0-5975	GB/T 2312—1980，57—85
3935	裒	G0-5976	GB/T 2312—1980，57—86
3936	禀	G0-5977	GB/T 2312—1980，57—87
3937	嬴	G0-5978	GB/T 2312—1980，57—88
3938	蠃	G0-5979	GB/T 2312—1980，57—89
3939	羸	G0-597A	GB/T 2312—1980，57—90
3940	冫	G0-597B	GB/T 2312—1980，57—91
3941	冱	G0-597C	GB/T 2312—1980，57—92
3942	冽	G0-597D	GB/T 2312—1980，57—93
3943	冼	G0-597E	GB/T 2312—1980，57—94
3944	凇	G0-5A21	GB/T 2312—1980，58—01
3945	冖	G0-5A22	GB/T 2312—1980，58—02
3946	冢	G0-5A23	GB/T 2312—1980，58—03
3947	冥	G0-5A24	GB/T 2312—1980，58—04
3948	讠	G0-5A25	GB/T 2312—1980，58—05
3949	讦	G0-5A26	GB/T 2312—1980，58—06
3950	讧	G0-5A27	GB/T 2312—1980，58—07
3951	讪	G0-5A28	GB/T 2312—1980，58—08
3952	讴	G0-5A29	GB/T 2312—1980，58—09
3953	讵	G0-5A2A	GB/T 2312—1980，58—10
3954	讷	G0-5A2B	GB/T 2312—1980，58—11
3955	诂	G0-5A2C	GB/T 2312—1980，58—12
3956	诃	G0-5A2D	GB/T 2312—1980，58—13
3957	诋	G0-5A2E	GB/T 2312—1980，58—14
3958	诏	G0-5A2F	GB/T 2312—1980，58—15
3959	诎	G0-5A30	GB/T 2312—1980，58—16
3960	诒	G0-5A31	GB/T 2312—1980，58—17
3961	诓	G0-5A32	GB/T 2312—1980，58—18
3962	诔	G0-5A33	GB/T 2312—1980，58—19
3963	诖	G0-5A34	GB/T 2312—1980，58—20
3964	诘	G0-5A35	GB/T 2312—1980，58—21
3965	诙	G0-5A36	GB/T 2312—1980，58—22
3966	诜	G0-5A37	GB/T 2312—1980，58—23
3967	诟	G0-5A38	GB/T 2312—1980，58—24
3968	诠	G0-5A39	GB/T 2312—1980，58—25
3969	诤	G0-5A3A	GB/T 2312—1980，58—26
3970	诨	G0-5A3B	GB/T 2312—1980，58—27
3971	诩	G0-5A3C	GB/T 2312—1980，58—28
3972	诮	G0-5A3D	GB/T 2312—1980，58—29
3973	诰	G0-5A3E	GB/T 2312—1980，58—30
3974	诳	G0-5A3F	GB/T 2312—1980，58—31
3975	诶	G0-5A40	GB/T 2312—1980，58—32
3976	诹	G0-5A41	GB/T 2312—1980，58—33
3977	诼	G0-5A42	GB/T 2312—1980，58—34
3978	诿	G0-5A43	GB/T 2312—1980，58—35
3979	谀	G0-5A44	GB/T 2312—1980，58—36
3980	谂	G0-5A45	GB/T 2312—1980，58—37
3981	谄	G0-5A46	GB/T 2312—1980，58—38
3982	谇	G0-5A47	GB/T 2312—1980，58—39
3983	谌	G0-5A48	GB/T 2312—1980，58—40
3984	谏	G0-5A49	GB/T 2312—1980，58—41
3985	谑	G0-5A4A	GB/T 2312—1980，58—42
3986	谒	G0-5A4B	GB/T 2312—1980，58—43
3987	谔	G0-5A4C	GB/T 2312—1980，58—44
3988	谕	G0-5A4D	GB/T 2312—1980，58—45
3989	谖	G0-5A4E	GB/T 2312—1980，58—46
3990	谙	G0-5A4F	GB/T 2312—1980，58—47
3991	谛	G0-5A50	GB/T 2312—1980，58—48
3992	谘	G0-5A51	GB/T 2312—1980，58—49
3993	谝	G0-5A52	GB/T 2312—1980，58—50
3994	谟	G0-5A53	GB/T 2312—1980，58—51
3995	谠	G0-5A54	GB/T 2312—1980，58—52
3996	谡	G0-5A55	GB/T 2312—1980，58—53
3997	谥	G0-5A56	GB/T 2312—1980，58—54
3998	谧	G0-5A57	GB/T 2312—1980，58—55
3999	谪	G0-5A58	GB/T 2312—1980，58—56
4000	谫	G0-5A59	GB/T 2312—1980，58—57
4001	谮	G0-5A5A	GB/T 2312—1980，58—58
4002	谯	G0-5A5B	GB/T 2312—1980，58—59
4003	谲	G0-5A5C	GB/T 2312—1980，58—60
4004	谳	G0-5A5D	GB/T 2312—1980，58—61
4005	谵	G0-5A5E	GB/T 2312—1980，58—62
4006	谶	G0-5A5F	GB/T 2312—1980，58—63
4007	卩	G0-5A60	GB/T 2312—1980，58—64
4008	卺	G0-5A61	GB/T 2312—1980，58—65
4009	阝	G0-5A62	GB/T 2312—1980，58—66
4010	阢	G0-5A63	GB/T 2312—1980，58—67
4011	阡	G0-5A64	GB/T 2312—1980，58—68
4012	阱	G0-5A65	GB/T 2312—1980，58—69
4013	阪	G0-5A66	GB/T 2312—1980，58—70
4014	阽	G0-5A67	GB/T 2312—1980，58—71
4015	阼	G0-5A68	GB/T 2312—1980，58—72
4016	陂	G0-5A69	GB/T 2312—1980，58—73
4017	陉	G0-5A6A	GB/T 2312—1980，58—74
4018	陔	G0-5A6B	GB/T 2312—1980，58—75
4019	陟	G0-5A6C	GB/T 2312—1980，58—76
4020	陧	G0-5A6D	GB/T 2312—1980，58—77
4021	陬	G0-5A6E	GB/T 2312—1980，58—78
4022	陲	G0-5A6F	GB/T 2312—1980，58—79
4023	陴	G0-5A70	GB/T 2312—1980，58—80
4024	隈	G0-5A71	GB/T 2312—1980，58—81
4025	隍	G0-5A72	GB/T 2312—1980，58—82
4026	隗	G0-5A73	GB/T 2312—1980，58—83
4027	隰	G0-5A74	GB/T 2312—1980，58—84
4028	邗	G0-5A75	GB/T 2312—1980，58—85
4029	邛	G0-5A76	GB/T 2312—1980，58—86
4030	邝	G0-5A77	GB/T 2312—1980，58—87
4031	邙	G0-5A78	GB/T 2312—1980，58—88
4032	邬	G0-5A79	GB/T 2312—1980，58—89
4033	邡	G0-5A7A	GB/T 2312—1980，58—90
4034	邴	G0-5A7B	GB/T 2312—1980，58—91
4035	邳	G0-5A7C	GB/T 2312—1980，58—92
4036	邶	G0-5A7D	GB/T 2312—1980，58—93
4037	邺	G0-5A7E	GB/T 2312—1980，58—94
4038	邸	G0-5B21	GB/T 2312—1980，59—01
4039	邰	G0-5B22	GB/T 2312—1980，59—02
4040	郏	G0-5B23	GB/T 2312—1980，59—03
4041	郅	G0-5B24	GB/T 2312—1980，59—04
4042	邾	G0-5B25	GB/T 2312—1980，59—05
4043	郐	G0-5B26	GB/T 2312—1980，59—06
4044	郄	G0-5B27	GB/T 2312—1980，59—07
4045	郇	G0-5B28	GB/T 2312—1980，59—08
4046	郓	G0-5B29	GB/T 2312—1980，59—09
4047	郦	G0-5B2A	GB/T 2312—1980，59—10
4048	郢	G0-5B2B	GB/T 2312—1980，59—11
4049	郜	G0-5B2C	GB/T 2312—1980，59—12
4050	郗	G0-5B2D	GB/T 2312—1980，59—13
4051	郛	G0-5B2E	GB/T 2312—1980，59—14
4052	郫	G0-5B2F	GB/T 2312—1980，59—15
4053	郯	G0-5B30	GB/T 2312—1980，59—16
4054	郾	G0-5B31	GB/T 2312—1980，59—17
4055	鄄	G0-5B32	GB/T 2312—1980，59—18
4056	鄢	G0-5B33	GB/T 2312—1980，59—19
4057	鄞	G0-5B34	GB/T 2312—1980，59—20
4058	鄣	G0-5B35	GB/T 2312—1980，59—21
4059	鄱	G0-5B36	GB/T 2312—1980，59—22
4060	鄯	G0-5B37	GB/T 2312—1980，59—23
4061	鄹	G0-5B38	GB/T 2312—1980，59—24
4062	酃	G0-5B39	GB/T 2312—1980，59—25
4063	酆	G0-5B3A	GB/T 2312—1980，59—26
4064	刍	G0-5B3B	GB/T 2312—1980，59—27
4065	奂	G0-5B3C	GB/T 2312—1980，59—28
4066	劢	G0-5B3D	GB/T 2312—1980，59—29
4067	劬	G0-5B3E	GB/T 2312—1980，59—30
4068	劭	G0-5B3F	GB/T 2312—1980，59—31
4069	劾	G0-5B40	GB/T 2312—1980，59—32
4070	哿	G0-5B41	GB/T 2312—1980，59—33
4071	勐	G0-5B42	GB/T 2312—1980，59—34
4072	勖	G0-5B43	GB/T 2312—1980，59—35
4073	勰	G0-5B44	GB/T 2312—1980，59—36
4074	叟	G0-5B45	GB/T 2312—1980，59—37
4075	燮	G0-5B46	GB/T 2312—1980，59—38
4076	矍	G0-5B47	GB/T 2312—1980，59—39
4077	廴	G0-5B48	GB/T 2312—1980，59—40
4078	凵	G0-5B49	GB/T 2312—1980，59—41
4079	凼	G0-5B4A	GB/T 2312—1980，59—42
4080	鬯	G0-5B4B	GB/T 2312—1980，59—43
4081	厶	G0-5B4C	GB/T 2312—1980，59—44
4082	弁	G0-5B4D	GB/T 2312—1980，59—45
4083	畚	G0-5B4E	GB/T 2312—1980，59—46
4084	巯	G0-5B4F	GB/T 2312—1980，59—47
4085	坌	G0-5B50	GB/T 2312—1980，59—48
4086	垩	G0-5B51	GB/T 2312—1980，59—49
4087	垡	G0-5B52	GB/T 2312—1980，59—50
4088	塾	G0-5B53	GB/T 2312—1980，59—51
4089	墼	G0-5B54	GB/T 2312—1980，59—52
4090	壅	G0-5B55	GB/T 2312—1980，59—53
4091	壑	G0-5B56	GB/T 2312—1980，59—54
4092	圩	G0-5B57	GB/T 2312—1980，59—55
4093	圬	G0-5B58	GB/T 2312—1980，59—56
4094	圪	G0-5B59	GB/T 2312—1980，59—57
4095	圳	G0-5B5A	GB/T 2312—1980，59—58
4096	圹	G0-5B5B	GB/T 2312—1980，59—59
4097	圮	G0-5B5C	GB/T 2312—1980，59—60
4098	圯	G0-5B5D	GB/T 2312—1980，59—61
4099	坜	G0-5B5E	GB/T 2312—1980，59—62
4100	圻	G0-5B5F	GB/T 2312—1980，59—63
4101	坂	G0-5B60	GB/T 2312—1980，59—64
4102	坩	G0-5B61	GB/T 2312—1980，59—65
4103	垅	G0-5B62	GB/T 2312—1980，59—66
4104	坫	G0-5B63	GB/T 2312—1980，59—67
4105	垆	G0-5B64	GB/T 2312—1980，59—68
4106	坼	G0-5B65	GB/T 2312—1980，59—69
4107	坻	G0-5B66	GB/T 2312—1980，59—70
4108	坨	G0-5B67	GB/T 2312—1980，59—71
4109	坭	G0-5B68	GB/T 2312—1980，59—72
4110	坶	G0-5B69	GB/T 2312—1980，59—73
4111	坳	G0-5B6A	GB/T 2312—1980，59—74
4112	垭	G0-5B6B	GB/T 2312—1980，59—75
4113	垤	G0-5B6C	GB/T 2312—1980，59—76
4114	垌	G0-5B6D	GB/T 2312—1980，59—77
4115	垲	G0-5B6E	GB/T 2312—1980，59—78
4116	埏	G0-5B6F	GB/T 2312—1980，59—79
4117	垧	G0-5B70	GB/T 2312—1980，59—80
4118	垴	G0-5B71	GB/T 2312—1980，59—81
4119	垓	G0-5B72	GB/T 2312—1980，59—82
4120	垠	G0-5B73	GB/T 2312—1980，59—83
4121	埕	G0-5B74	GB/T 2312—1980，59—84
4122	埘	G0-5B75	GB/T 2312—1980，59—85
4123	埚	G0-5B76	GB/T 2312—1980，59—86
4124	埙	G0-5B77	GB/T 2312—1980，59—87
4125	埒	G0-5B78	GB/T 2312—1980，59—88
4126	垸	G0-5B79	GB/T 2312—1980，59—89
4127	埴	G0-5B7A	GB/T 2312—1980，59—90
4128	埯	G0-5B7B	GB/T 2312—1980，59—91
4129	埸	G0-5B7C	GB/T 2312—1980，59—92
4130	埤	G0-5B7D	GB/T 2312—1980，59—93
4131	埝	G0-5B7E	GB/T 2312—1980，59—94
4132	堋	G0-5C21	GB/T 2312—1980，60—01
4133	堍	G0-5C22	GB/T 2312—1980，60—02
4134	埽	G0-5C23	GB/T 2312—1980，60—03
4135	埭	G0-5C24	GB/T 2312—1980，60—04
4136	堀	G0-5C25	GB/T 2312—1980，60—05
4137	堞	G0-5C26	GB/T 2312—1980，60—06
4138	堙	G0-5C27	GB/T 2312—1980，60—07
4139	塄	G0-5C28	GB/T 2312—1980，60—08
4140	堠	G0-5C29	GB/T 2312—1980，60—09
4141	塥	G0-5C2A	GB/T 2312—1980，60—10
4142	塬	G0-5C2B	GB/T 2312—1980，60—11
4143	墁	G0-5C2C	GB/T 2312—1980，60—12
4144	墉	G0-5C2D	GB/T 2312—1980，60—13
4145	墚	G0-5C2E	GB/T 2312—1980，60—14
4146	墀	G0-5C2F	GB/T 2312—1980，60—15
4147	馨	G0-5C30	GB/T 2312—1980，60—16
4148	鼙	G0-5C31	GB/T 2312—1980，60—17
4149	懿	G0-5C32	GB/T 2312—1980，60—18
4150	艹	G0-5C33	GB/T 2312—1980，60—19
4151	艽	G0-5C34	GB/T 2312—1980，60—20
4152	艿	G0-5C35	GB/T 2312—1980，60—21
4153	芏	G0-5C36	GB/T 2312—1980，60—22
4154	芊	G0-5C37	GB/T 2312—1980，60—23
4155	芨	G0-5C38	GB/T 2312—1980，60—24
4156	芄	G0-5C39	GB/T 2312—1980，60—25
4157	芎	G0-5C3A	GB/T 2312—1980，60—26
4158	芑	G0-5C3B	GB/T 2312—1980，60—27
4159	芗	G0-5C3C	GB/T 2312—1980，60—28
4160	芙	G0-5C3D	GB/T 2312—1980，60—29
4161	芫	G0-5C3E	GB/T 2312—1980，60—30
4162	芸	G0-5C3F	GB/T 2312—1980，60—31
4163	芾	G0-5C40	GB/T 2312—1980，60—32
4164	芰	G0-5C41	GB/T 2312—1980，60—33
4165	苈	G0-5C42	GB/T 2312—1980，60—34
4166	苊	G0-5C43	GB/T 2312—1980，60—35
4167	苣	G0-5C44	GB/T 2312—1980，60—36
4168	芘	G0-5C45	GB/T 2312—1980，60—37
4169	芷	G0-5C46	GB/T 2312—1980，60—38
4170	芮	G0-5C47	GB/T 2312—1980，60—39
4171	苋	G0-5C48	GB/T 2312—1980，60—40
4172	苌	G0-5C49	GB/T 2312—1980，60—41
4173	苁	G0-5C4A	GB/T 2312—1980，60—42
4174	芩	G0-5C4B	GB/T 2312—1980，60—43
4175	芴	G0-5C4C	GB/T 2312—1980，60—44
4176	芡	G0-5C4D	GB/T 2312—1980，60—45
4177	芪	G0-5C4E	GB/T 2312—1980，60—46
4178	芟	G0-5C4F	GB/T 2312—1980，60—47
4179	苄	G0-5C50	GB/T 2312—1980，60—48
4180	苎	G0-5C51	GB/T 2312—1980，60—49
4181	芤	G0-5C52	GB/T 2312—1980，60—50
4182	苡	G0-5C53	GB/T 2312—1980，60—51
4183	茉	G0-5C54	GB/T 2312—1980，60—52
4184	苷	G0-5C55	GB/T 2312—1980，60—53
4185	苤	G0-5C56	GB/T 2312—1980，60—54
4186	茏	G0-5C57	GB/T 2312—1980，60—55
4187	茇	G0-5C58	GB/T 2312—1980，60—56
4188	苜	G0-5C59	GB/T 2312—1980，60—57
4189	苴	G0-5C5A	GB/T 2312—1980，60—58
4190	苒	G0-5C5B	GB/T 2312—1980，60—59
4191	苘	G0-5C5C	GB/T 2312—1980，60—60
4192	茌	G0-5C5D	GB/T 2312—1980，60—61
4193	苻	G0-5C5E	GB/T 2312—1980，60—62
4194	苓	G0-5C5F	GB/T 2312—1980，60—63
4195	茑	G0-5C60	GB/T 2312—1980，60—64
4196	茚	G0-5C61	GB/T 2312—1980，60—65
